"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"48697","2017","2017","2017","US","National","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","30.9","","","30.6","31.2","392,209","","","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","0","","","",""
"49804","2017","2017","2017","AL","Alabama","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","26.3","","","24.8","27.9","5,914","32.840571122","-86.631860762","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","1","","","",""
"45935","2017","2017","2017","AK","Alaska","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","37.6","","","34.6","40.6","2,849","64.845079957001","-147.722059036","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","2","","","",""
"52663","2017","2017","2017","AZ","Arizona","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","33.0","","","31.9","34.0","13,407","34.86597028","-111.763811277","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","4","","","",""
"55388","2017","2017","2017","AR","Arkansas","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","28.2","","","25.9","30.7","4,664","34.748650124","-92.274490743","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","5","","","",""
"45058","2017","2017","2017","CA","California","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","35.4","","","33.9","36.8","7,941","37.638640123","-120.999999538","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","6","","","",""
"56273","2017","2017","2017","CO","Colorado","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","37.8","","","36.5","39.1","8,320","38.843840757","-106.133610921","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","8","","","",""
"54266","2017","2017","2017","CT","Connecticut","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","32.2","","","30.9","33.5","9,211","41.56266102","-72.649840952","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","9","","","",""
"47377","2017","2017","2017","DE","Delaware","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","28.5","","","26.5","30.6","3,601","39.008830667","-75.577741168","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","10","","","",""
"56775","2017","2017","2017","DC","District of Columbia","BRFSS","Physical Activity","Physical Activity - Behavior","Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination) †","","","VALUE","Value","28.6","","","26.7","30.5","4,010","38.890371385","-77.031961127","PA","PA1","Q045","","Total","OVR","Total","OVERALL","","","","","","","","","11","","","",""
